IATA,Name,City,Country,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Timezone2
RST,Rochester International Airport,Rochester,United States,KRST,43.9082984924316,-92.5,1317,-6,A,America/Chicago
CMI,University of Illinois Willard Airport,Champaign,United States,KCMI,40.03919983,-88.27809906,755,-6,A,America/Chicago
MHK,Manhattan Regional Airport,Manhattan,United States,KMHK,39.140998840332,-96.6707992553711,1057,-6,A,America/Chicago
GJT,Grand Junction Regional Airport,Grand Junction,United States,KGJT,39.1223983765,-108.527000427,4858,-7,A,America/Denver
SGU,St George Municipal Airport,Saint George,United States,KSGU,37.036389,-113.510306,2941,-7,A,America/Denver
SRQ,Sarasota Bradenton International Airport,Sarasota,United States,KSRQ,27.3953990936279,-82.5543975830078,30,-5,A,America/New_York
MLI,Quad City International Airport,Moline,United States,KMLI,41.4485015869141,-90.5074996948242,590,-6,A,America/Chicago
PFN,Panama City-Bay Co International Airport,Panama City,United States,KPFN,30.212099,-85.6828,20,-6,A,America/Chicago
BIS,Bismarck Municipal Airport,Bismarck,United States,KBIS,46.7727012634277,-100.746002197266,1661,-6,A,America/Chicago
TEX,Telluride Regional Airport,Telluride,United States,KTEX,37.9538002,-107.9079971,9070,-7,A,America/Denver
RAP,Rapid City Regional Airport,Rapid City,United States,KRAP,44.0452995300293,-103.056999206543,3204,-7,A,America/Denver
CLD,Mc Clellan-Palomar Airport,Carlsbad,United States,KCRQ,33.12829971,-117.2799988,331,-8,A,America/Los_Angeles
FNT,Bishop International Airport,Flint,United States,KFNT,42.9654006958008,-83.7435989379883,782,-5,A,America/New_York
RDD,Redding Municipal Airport,Redding,United States,KRDD,40.50899887,-122.2929993,505,-8,A,America/Los_Angeles
EUG,Mahlon Sweet Field,Eugene,United States,KEUG,44.1245994567871,-123.21199798584,374,-8,A,America/Los_Angeles
IDA,Idaho Falls Regional Airport,Idaho Falls,United States,KIDA,43.514599,-112.070999,4744,-7,A,America/Denver
MFR,Rogue Valley International Medford Airport,Medford,United States,KMFR,42.3741989135742,-122.873001098633,1335,-8,A,America/Los_Angeles
RDM,Roberts Field,Redmond-Bend,United States,KRDM,44.2541008,-121.1500015,3080,-8,A,America/Los_Angeles
CAK,Akron Canton Regional Airport,Akron,United States,KCAK,40.9160995483398,-81.4421997070312,1228,-5,A,America/New_York
HSV,Huntsville International Carl T Jones Field,Huntsville,United States,KHSV,34.637199401855,-86.775100708008,629,-6,A,America/Chicago
MGM,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,KMGM,32.30059814,-86.39399719,221,-6,A,America/Chicago
TRI,Tri-Cities Regional TN/VA Airport,BRISTOL,United States,KTRI,36.475201,-82.407401,1519,-5,A,America/New_York
PAH,Barkley Regional Airport,PADUCAH,United States,KPAH,37.0607986450195,-88.7738037109375,410,-6,A,America/Chicago
FCA,Glacier Park International Airport,Kalispell,United States,KGPI,48.3105010986328,-114.255996704102,2977,-7,A,America/Denver
MBS,MBS International Airport,Saginaw,United States,KMBS,43.532901763916,-84.0795974731445,668,-5,A,America/New_York
BGM,Greater Binghamton/Edwin A Link field,Binghamton,United States,KBGM,42.20869827,-75.97979736,1636,-5,A,America/New_York
PSG,Petersburg James A Johnson Airport,Petersburg,United States,PAPG,56.80170059,-132.9450073,111,-9,A,America/Anchorage
SFB,Orlando Sanford International Airport,Sanford,United States,KSFB,28.7775993347168,-81.2375030517578,55,-5,A,America/New_York
JST,John Murtha Johnstown Cambria County Airport,Johnstown,United States,KJST,40.3161010742188,-78.8339004516602,2284,-5,A,America/New_York
MSO,Missoula International Airport,Missoula,United States,KMSO,46.91630173,-114.0910034,3206,-7,A,America/Denver
EGE,Eagle County Regional Airport,Vail,United States,KEGE,39.64260101,-106.9179993,6548,-7,A,America/Denver
CSG,Columbus Metropolitan Airport,Columbus,United States,KCSG,32.516300201416,-84.9389038085938,397,-5,A,America/New_York
LAW,Lawton Fort Sill Regional Airport,Lawton,United States,KLAW,34.5676994324,-98.4166030884,1110,-6,A,America/Chicago
FLG,Flagstaff Pulliam Airport,Flagstaff,United States,KFLG,35.13850021,-111.6709976,7014,-7,N,America/Phoenix
TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,United States,KTWF,42.4818,-114.487999,4154,-7,A,America/Denver
MVY,Martha's Vineyard Airport,Vineyard Haven MA,United States,KMVY,41.3931007385,-70.6143035889,67,-5,A,America/New_York
STC,St Cloud Regional Airport,Saint Cloud,United States,KSTC,45.5466003417969,-94.0598983764648,1031,-6,A,America/Chicago
GTR,Golden Triangle Regional Airport,Columbus Mississippi,United States,KGTR,33.4502983093,-88.5914001465,264,-6,A,America/Chicago
ERI,Erie International Tom Ridge Field,Erie,United States,KERI,42.0831270134,-80.1738667488,732,-5,A,America/New_York
HYA,Barnstable Municipal Boardman Polando Field,Barnstable,United States,KHYA,41.66930008,-70.28040314,54,-5,A,America/New_York
CRW,Yeager Airport,Charleston,United States,KCRW,38.3731002807617,-81.5932006835938,981,-5,A,America/New_York
AVP,Wilkes Barre Scranton International Airport,Scranton,United States,KAVP,41.3385009766,-75.7233963013,962,-5,A,America/New_York
BJI,Bemidji Regional Airport,Bemidji,United States,KBJI,47.50939941,-94.93370056,1391,-6,A,America/Chicago
FAR,Hector International Airport,Fargo,United States,KFAR,46.9207000732422,-96.815803527832,902,-6,A,America/Chicago
MKC,Charles B. Wheeler Downtown Airport,Kansas City,United States,KMKC,39.1231994628906,-94.5927963256836,759,-6,A,America/Chicago
GCC,Gillette Campbell County Airport,Gillette,United States,KGCC,44.3488998413,-105.539001465,4365,-7,A,America/Denver
SCE,University Park Airport,State College Pennsylvania,United States,KUNV,40.8493003845,-77.8487014771,1239,-5,A,America/New_York
MEI,Key Field,Meridian,United States,KMEI,32.3325996398926,-88.7518997192383,297,-6,A,America/Chicago
SPI,Abraham Lincoln Capital Airport,Springfield,United States,KSPI,39.84410095,-89.67790222,598,-6,A,America/Chicago
HDN,Yampa Valley Airport,Hayden,United States,KHDN,40.48120117,-107.2180023,6606,-7,A,America/Denver
LBL,Liberal Mid-America Regional Airport,Liberal,United States,KLBL,37.0442009,-100.9599991,2885,-6,A,America/Chicago
COD,Yellowstone Regional Airport,Cody,United States,KCOD,44.520198822,-109.024002075,5102,-7,A,America/Denver
SGF,Springfield Branson National Airport,Springfield,United States,KSGF,37.24570084,-93.38860321,1268,-6,A,America/Chicago
JLN,Joplin Regional Airport,Joplin,United States,KJLN,37.151798248291,-94.4982986450195,981,-6,A,America/Chicago
ABE,Lehigh Valley International Airport,Allentown,United States,KABE,40.652099609375,-75.440803527832,393,-5,A,America/New_York
XNA,Northwest Arkansas Regional Airport,Bentonville,United States,KXNA,36.281898,-94.306801,1287,-6,A,America/Chicago
SBN,South Bend Regional Airport,South Bend,United States,KSBN,41.7086982727051,-86.3172988891602,799,-5,A,America/New_York
ACV,California Redwood Coast-Humboldt County Airport,Arcata CA,United States,KACV,40.978101,-124.109,221,-8,A,America/Los_Angeles
OAJ,Albert J Ellis Airport,Jacksonville NC,United States,KOAJ,34.8292007446,-77.6120986938,94,-5,A,America/New_York
DBQ,Dubuque Regional Airport,Dubuque IA,United States,KDBQ,42.40200043,-90.70950317,1077,-6,A,America/Chicago
ABR,Aberdeen Regional Airport,Aberdeen,United States,KABR,45.4491004943848,-98.4217987060547,1302,-6,A,America/Chicago
ABY,Southwest Georgia Regional Airport,Albany,United States,KABY,31.5354995727539,-84.1945037841797,197,-5,A,America/New_York
ALO,Waterloo Regional Airport,Waterloo,United States,KALO,42.5570983886719,-92.4002990722656,873,-6,A,America/Chicago
ALW,Walla Walla Regional Airport,Walla Walla,United States,KALW,46.09489822,-118.288002,1194,-8,A,America/Los_Angeles
APN,Alpena County Regional Airport,Alpena,United States,KAPN,45.0780983,-83.56030273,690,-5,A,America/New_York
ATY,Watertown Regional Airport,Watertown,United States,KATY,44.91400146,-97.15470123,1749,-6,A,America/Chicago
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,KBFF,41.87400055,-103.5960007,3967,-7,A,America/Denver
BQK,Brunswick Golden Isles Airport,Brunswick,United States,KBQK,31.2588005065918,-81.4664993286133,26,-5,A,America/New_York
CEC,Jack Mc Namara Field Airport,Crescent City,United States,KCEC,41.78020096,-124.2369995,61,-8,A,America/Los_Angeles
CGI,Cape Girardeau Regional Airport,Cape Girardeau,United States,KCGI,37.2252998352051,-89.57080078125,342,-6,A,America/Chicago
CIU,Chippewa County International Airport,Sault Ste Marie,United States,KCIU,46.2508010864258,-84.4723968505859,800,-5,A,America/New_York
CKB,North Central West Virginia Airport,Clarksburg,United States,KCKB,39.2966003418,-80.2281036377,1217,-5,A,America/New_York
CMX,Houghton County Memorial Airport,Hancock,United States,KCMX,47.168399810791,-88.4890975952148,1095,-5,A,America/New_York
DDC,Dodge City Regional Airport,Dodge City,United States,KDDC,37.7634010314941,-99.9655990600586,2594,-6,A,America/Chicago
EAU,Chippewa Valley Regional Airport,Eau Claire,United States,KEAU,44.8657989501953,-91.4842987060547,913,-6,A,America/Chicago
EKO,Elko Regional Airport,Elko,United States,KEKO,40.8249015808105,-115.791999816895,5140,-8,A,America/Los_Angeles
FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,KFAY,34.9911994934082,-78.8803024291992,189,-5,A,America/New_York
GRI,Central Nebraska Regional Airport,Grand Island,United States,KGRI,40.9674987792969,-98.3096008300781,1847,-6,A,America/Chicago
HTS,Tri-State/Milton J. Ferguson Field,Huntington,United States,KHTS,38.36669922,-82.55799866,828,-5,A,America/New_York
JMS,Jamestown Regional Airport,Jamestown,United States,KJMS,46.92969894,-98.67819977,1500,-6,A,America/Chicago
LAR,Laramie Regional Airport,Laramie,United States,KLAR,41.3120994567871,-105.675003051758,7284,-7,A,America/Denver
LBE,Arnold Palmer Regional Airport,Latrobe,United States,KLBE,40.27590179,-79.40480042,1199,-5,A,America/New_York
LBF,North Platte Regional Airport Lee Bird Field,North Platte,United States,KLBF,41.12620163,-100.6839981,2777,-6,A,America/Chicago
LMT,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,KLMT,42.156101,-121.733002,4095,-8,A,America/Los_Angeles
LYH,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,KLYH,37.3266983032227,-79.2004013061523,938,-5,A,America/New_York
MKG,Muskegon County Airport,Muskegon,United States,KMKG,43.16949844,-86.23819733,629,-5,A,America/New_York
OTH,Southwest Oregon Regional Airport,North Bend,United States,KOTH,43.4170989990234,-124.246002197266,17,-8,A,America/Los_Angeles
OWB,Owensboro Daviess County Airport,Owensboro,United States,KOWB,37.74010086,-87.16680145,407,-6,A,America/Chicago
PIB,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,KPIB,31.4671001434326,-89.3370971679688,298,-6,A,America/Chicago
PIH,Pocatello Regional Airport,Pocatello,United States,KPIH,42.9098014831543,-112.596000671387,4452,-7,A,America/Denver
PIR,Pierre Regional Airport,Pierre,United States,KPIR,44.38270187,-100.2860031,1744,-6,A,America/Chicago
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,United States,KPLN,45.57089996,-84.79669952,721,-5,A,America/New_York
PSM,Portsmouth International at Pease Airport,Portsmouth,United States,KPSM,43.0778999329,-70.8233032227,100,-5,A,America/New_York
RHI,Rhinelander Oneida County Airport,Rhinelander,United States,KRHI,45.6311988830566,-89.4674987792969,1624,-6,A,America/Chicago
RKS,Southwest Wyoming Regional Airport,Rock Springs,United States,KRKS,41.5942,-109.065001,6764,-7,A,America/Denver
SBP,San Luis County Regional Airport,San Luis Obispo,United States,KSBP,35.2368011475,-120.641998291,212,-8,A,America/Los_Angeles
SHR,Sheridan County Airport,Sheridan,United States,KSHR,44.7691993713379,-106.980003356934,4021,-7,A,America/Denver
SLN,Salina Municipal Airport,Salina,United States,KSLN,38.7910003662109,-97.6521987915039,1288,-6,A,America/Chicago
SMX,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,KSMX,34.89889908,-120.4570007,261,-8,A,America/Los_Angeles
TUP,Tupelo Regional Airport,Tupelo,United States,KTUP,34.2681007385254,-88.7698974609375,346,-6,A,America/Chicago
UIN,Quincy Regional Baldwin Field,Quincy,United States,KUIN,39.94269943,-91.19460297,768,-6,A,America/Chicago
VCT,Victoria Regional Airport,Victoria,United States,KVCT,28.8526000976562,-96.9185028076172,115,-6,A,America/Chicago
VLD,Valdosta Regional Airport,Valdosta,United States,KVLD,30.7824993133545,-83.2767028808594,203,-5,A,America/New_York
YKM,Yakima Air Terminal McAllister Field,Yakima,United States,KYKM,46.56819916,-120.5439987,1099,-8,A,America/Los_Angeles
ADK,Adak Airport,Adak Island,United States,PADK,51.8779983520508,-176.64599609375,18,-10,A,America/Adak
GST,Gustavus Airport,Gustavus,United States,PAGS,58.4253006,-135.7070007,35,-9,A,America/Anchorage
WRG,Wrangell Airport,Wrangell,United States,PAWG,56.48429871,-132.3699951,49,-9,A,America/Anchorage
GLH,Mid Delta Regional Airport,Greenville,United States,KGLH,33.4828987121582,-90.9856033325195,131,-6,A,America/Chicago
PSC,Tri Cities Airport,Pasco,United States,KPSC,46.2647018432617,-119.119003295898,410,-8,A,America/Los_Angeles
ORH,Worcester Regional Airport,Worcester,United States,KORH,42.2672996520996,-71.8757019042969,1009,-5,A,America/New_York
USA,Concord-Padgett Regional Airport,Concord,United States,KJQF,35.387798,-80.709099,705,-5,A,America/New_York
SUN,Friedman Memorial Airport,Hailey,United States,KSUN,43.50439835,-114.2959976,5318,-7,A,America/Denver
MCW,Mason City Municipal Airport,Mason City,United States,KMCW,43.1577987671,-93.3312988281,1213,-6,A,America/Chicago
AZA,Phoenix-Mesa-Gateway Airport,Mesa,United States,KIWA,33.30780029,-111.6549988,1382,-7,N,America/Phoenix
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,KHGR,39.707901,-77.72949982,703,-5,A,America/New_York
ESC,Delta County Airport,Escanaba,United States,KESC,45.7226982117,-87.0936965942,609,-5,A,America/New_York
YAK,Yakutat Airport,Yakutat,United States,PAYA,59.5032997131,-139.660003662,33,-9,A,America/Anchorage
IMT,Ford Airport,Iron Mountain,United States,KIMT,45.8184013367,-88.1145019531,1182,-6,A,America/Chicago
MTJ,Montrose Regional Airport,Montrose CO,United States,KMTJ,38.5097999573,-107.893997192,5759,-7,A,America/Denver
RIW,Riverton Regional Airport,Riverton WY,United States,KRIW,43.064201355,-108.459999084,5525,-7,A,America/Denver
EAT,Pangborn Memorial Airport,Wenatchee,United States,KEAT,47.3988990784,-120.207000732,1249,-8,A,America/Los_Angeles
BRD,Brainerd Lakes Regional Airport,Brainerd,United States,KBRD,46.39830017,-94.13809967,1232,-6,NA,America/Chicago
LWB,Greenbrier Valley Airport,Lewisburg,United States,KLWB,37.8582992554,-80.3994979858,2302,-5,NA,America/New_York
PGV,Pitt Greenville Airport,Greenville,United States,KPGV,35.6352005,-77.38529968,26,-5,A,America/New_York
OXR,Oxnard Airport,Oxnard,United States,KOXR,34.200801849365,-119.20700073242,45,-8,A,America/Los_Angeles
BKG,Branson Airport,Branson,United States,KBBG,36.532082,-93.200544,1302,-6,A,America/Chicago
UST,Northeast Florida Regional Airport,St. Augustine Airport,United States,KSGJ,29.9592,-81.339798,10,-5,A,America/New_York
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,KSTS,38.50899887,-122.8130035,128,-8,A,America/Los_Angeles
ASE,Aspen-Pitkin Co/Sardy Field,Aspen,United States,KASE,39.22320175,-106.8690033,7820,-7,A,America/Denver
HYS,Hays Regional Airport,Hays,United States,KHYS,38.84220123,-99.27320099,1999,-6,A,America/Chicago
GUC,Gunnison Crested Butte Regional Airport,Gunnison,United States,KGUC,38.53390121,-106.9329987,7680,-7,A,America/Denver
PGD,Charlotte County Airport,Punta Gorda,United States,KPGD,26.92020035,-81.9905014,26,-5,A,America/New_York
SHD,Shenandoah Valley Regional Airport,Weyers Cave,United States,KSHD,38.2638015747,-78.8964004517,1201,-5,A,America/New_York
DVL,Devils Lake Regional Airport,Devils Lake,United States,KDVL,48.11420059,-98.90879822,1456,-6,A,America/Chicago
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,KDIK,46.7974014282,-102.802001953,2592,-7,A,America/Denver
MTH,The Florida Keys Marathon Airport,Marathon,United States,KMTH,24.726101,-81.051399,5,-5,A,America/New_York
WYS,Yellowstone Airport,West Yellowstone,United States,KWYS,44.68840027,-111.1179962,6649,-7,A,America/Denver
ALS,San Luis Valley Regional Bergman Field,Alamosa,United States,KALS,37.434898,-105.866997,7539,-7,A,America/Denver
CNY,Canyonlands Field,Moab,United States,KCNY,38.75500107,-109.7549973,4557,-7,A,America/Denver
VEL,Vernal Regional Airport,Vernal,United States,KVEL,40.4408989,-109.5100021,5278,-7,A,America/Denver
MMH,Mammoth Yosemite Airport,Mammoth Lakes,United States,KMMH,37.62409973,-118.8379974,7135,-8,A,America/Los_Angeles
IYK,Inyokern Airport,Inyokern,United States,KIYK,35.65879822,-117.8300018,2457,-8,A,America/Los_Angeles
VIS,Visalia Municipal Airport,Visalia,United States,KVIS,36.3186988831,-119.392997742,295,-8,A,America/Los_Angeles
ISO,Kinston Regional Jetport At Stallings Field,Kinston,United States,KISO,35.331401825,-77.6088027954,93,-5,A,America/New_York
PVU,Provo Municipal Airport,Provo,United States,KPVU,40.219200134277,-111.72299957275,4497,-7,A,America/Denver
ECP,Northwest Florida Beaches International Airport,Panama City,United States,KECP,30.357106,-85.795414,69,-6,A,America/Chicago
SLE,Salem Municipal Airport/McNary Field,Salem,United States,KSLE,44.90950012,-123.0029984,214,-8,A,America/Los_Angeles
UTM,Tunica Municipal Airport,Tunica,United States,KUTA,34.680999755859,-90.346702575684,194,-6,A,America/Chicago
HHH,Hilton Head Airport,Hilton Head Island,United States,KHXD,32.2243995667,-80.6975021362,19,-5,A,America/New_York
SOP,Moore County Airport,Pinehurst-Southern Pines,United States,KSOP,35.23740005,-79.3911972,455,-5,A,America/New_York
OGD,Ogden Hinckley Airport,Ogden,United States,KOGD,41.195899963379,-112.0120010376,4473,-7,A,America/Denver
SWO,Stillwater Regional Airport,Stillwater,United States,KSWO,36.161201477051,-97.08570098877,1000,-6,A,America/Chicago
BIH,Eastern Sierra Regional Airport,Bishop,United States,KBIH,37.3731002808,-118.363998413,4124,NA,NA,NA
EAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TKI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
